num_leaves	min_data_in_leaf	lambda_l2	learning_rate	num_iterations	feature_fraction	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	num_iterations
3397	47	8.13454629880486	0.060830660498451	3692	0.0519399040256299	0.938531531886399	17			133.407999999999	-0.000434513807941258		0.068000000000211	infill_ei	0.722999999999956	0.0015142926929943	0.942600977873462	2579
1127	3	0.691703682576837	0.072593412061966	4750	0.219746340023191	0.938180263636553	2			234.381	-0.00132658085970952		0.0279999999997926	infill_ei	0.670999999999822	0.00263259360841859	0.941266750835053	511
2537	298	0.323996215294593	0.0447201318776529	4126	0.170953619872789	0.938158483151405	8			156.604	-0.000152987802020012		0.0360000000000582	infill_ei	0.690000000000055	0.000379721281535969	0.941730231261871	1037
6171	3	10.6420739253156	0.0369569520297603	4106	0.325070460540725	0.937930714886498	58			316.258	-0.00040259653851083		0.0990000000001601	infill_ei	0.880999999999403	0.00139708748654339	0.943387411931851	778
5461	5	2.3350123856522	0.0412687520263164	3818	0.444165223293578	0.937734227105582	18			283.675999999999	-0.00129484657765229		0.0839999999998327	infill_ei	0.72400000000016	0.00156931780224406	0.944038837242631	301
5704	9	7.56518853211167	0.0518953638853714	1893	0.0729394080502714	0.937702019792437	43			93.0959999999996	-0.000580865260786986		0.152000000000044	infill_ei	0.831000000000131	0.0028127167617501	0.942402213369884	1254
2319	116	21.6782635553347	0.0655326627584452	4842	0.463063925340721	0.937312751547225	12			256.846	-0.000629861694211799		0.0509999999999309	infill_ei	0.701000000000022	0.00216022945690052	0.941215144479954	382
542	4	65.3149119929901	0.0539128029910138	4338	0.349403396242349	0.936327763862468	9			250.335	-0.000916096412505363		0.0360000000000582	infill_ei	0.684999999999945	0.0016599165257451	0.942184971061492	1400
1328	459	14.9718654657041	0.0615610758670847	3184	0.491436343687619	0.936008702925768	11			144.208	-0.000223972132164707		0.211999999999989	infill_ei	0.712999999999738	0.00208079591613904	0.939933785455774	308
3475	123	138.761284865488	0.0564769621341193	3139	0.425072225456123	0.935998971219638	37			159.869999999999	-0.000283202623544525		0.0679999999993015	infill_ei	0.796000000000277	0.00346228934377393	0.940234662733678	1018
2090	520	2.38066423375574	0.0368340974170351	3320	0.0728889878810111	0.935956105371207	45			104.021000000001	-0.000506984160465765		0.210000000000946	infill_ei	0.831999999998516	0.00228210925532359	0.94276192696516	1515
2318	20	206.915114546393	0.0356952421226863	4926	0.241528402649074	0.93585762977346	42			267.232	-0.000927259496428483		0.0799999999999272	infill_ei	0.816999999999098	0.00287884491531832	0.943256886989763	2459
870	36	90.3272528755864	0.0787653158772474	3928	0.700716872400837	0.935780934660862	51			226.888999999999	-0.000360781831440165		0.192000000000917	infill_ei	0.869999999998981	0.00406326778149809	0.939803768218836	742
1729	4	84.9607609738281	0.0503505547279822	4960	0.24233879779254	0.935706556621152	31			331.152999999999	-0.000867983685096857		0.0879999999997381	infill_ei	0.775000000000546	0.00300062708080967	0.943001969749979	1858
4992	262	289.971936620498	0.0703325379985096	1638	0.404631398525397	0.935468824942826	32			72.6090000000004	-0.000185990269502829		0.0590000000001965	infill_ei	0.786000000000058	0.00412104410197991	0.938356065292803	1281
2472	455	1.8698590869773	0.0621709909024079	3725	0.462824498732255	0.935381703002231	38			168.677	-0.000149102752493359		0.358999999998559	infill_ei	0.801000000001295	0.00320855492573389	0.939590198479974	246
6277	200	0.0896901128123545	0.0379296708485958	3390	0.0512863596070283	0.935216959119883	29			119.546	-0.000873894321312946		0.251000000000204	infill_ei	0.877999999999702	0.00231511248247862	0.943629181070156	1430
3249	277	202.433637101349	0.0529593574378953	3286	0.0856626966573434	0.935149764006126	33			98.0909999999994	-0.000388086909119496		0.055000000000291	infill_ei	0.77599999999984	0.0036978150101236	0.940491539173366	2804
7429	946	2.36300357565482	0.0327505627388751	4845	0.0505237595665631	0.93509809328072	36			136.652	-0.000479813217251846		0.0670000000000073	infill_ei	0.789999999999964	0.00318755771765794	0.941597815791961	2563
7020	5	215.216287617998	0.0268804084753511	3852	0.124354841929784	0.934994288415331	20			202.846	-0.000768071631373224		0.0470000000004802	infill_ei	0.726999999999862	0.00238118080308944	0.942588230486622	3688
2156	8	105.098758800815	0.0725975142691428	3142	0.0505753122889706	0.934757715273449	30			111.483999999999	-9.22911313249926e-05		0.17200000000048	infill_ei	0.77599999999984	0.00276095048755022	0.93974985086097	3008
6531	3	43.0796840357427	0.0481309710293536	4103	0.063341817258238	0.934647422603973	34			183.872	-0.000708636889252647		0.0630000000001019	infill_ei	0.791000000000167	0.00282765460534336	0.942759898148337	3989
770	149	0.167202311705105	0.0399552328001464	2148	0.0697066827534864	0.93463421528851	27			83.5869999999995	-0.000452565373314899		0.0950000000002547	infill_ei	0.759000000000015	0.00286129268966223	0.941901324041685	1480
5453	2	37.6946877115655	0.0557256028494062	4475	0.050965268924493	0.93462054455847	44			184.556999999999	-0.000584577672333376		0.0979999999999563	infill_ei	0.824000000000524	0.00303026596463676	0.942166812025746	4304
7428	4	95.8081552893205	0.0182643846483024	1941	0.167201025542312	0.934513959205615	60			123.471	-0.000577827691037938		0.200999999999112	infill_ei	0.887000000000626	0.00327108501301776	0.941861177472174	1935
1732	3	613.381031695483	0.0560610771826018	3762	0.104983861655559	0.934028300728256	47			172.464	-0.000191496052220276		0.10399999999936	infill_ei	0.837999999999738	0.00365029982593639	0.939231234795105	3723
5650	3834	3.83743869008222	0.0288427415514799	3882	0.153366022310623	0.933853130017911	41			103.716	-0.000583990429520793		0.0690000000013242	infill_ei	0.813000000000102	0.00341868699784392	0.941705813723099	3576
1428	1380	3.01649009098079	0.0602895281163703	3857	0.085873488124808	0.933096374012637	56			106.09	-0.000568697160970327		0.153000000000247	infill_ei	0.871999999999389	0.00270153901534308	0.942488368697513	656
5530	430	116.76047651047	0.0815196056221696	3370	0.958319256980804	0.932570630174313	0			130.64				initdesign				261
1427	3298	179.735986867474	0.0518626902807693	3611	0.331119927628613	0.932393374098369	0			141.477				initdesign				3402
3121	176	516.003220331313	0.011158348468816	3917	0.387664075835774	0.931536752251615	0			169.739				initdesign				3912
876	1771	599.13843975809	0.0648938618254533	1203	0.752866078402027	0.931457740066129	0			29.674				initdesign				1201
4271	2568	395.05098222769	0.0892261817594127	2936	0.151791285233942	0.931349532762252	0			76.918				initdesign				1693
1310	1562	736.034326325979	0.0576812104879801	2199	0.290117487908637	0.931192666927723	0			67.836				initdesign				1635
7058	5499	28.6741035150396	0.098272101200218	1777	0.639633393166392	0.930673642600775	0			40.78				initdesign				186
6796	6381	213.312701951334	0.0286386874359773	4784	0.910211216761909	0.930450740188934	0			102.288				initdesign				3677
4900	2149	670.692634139148	0.0476869340548309	4242	0.425123921847928	0.930270935332813	0			145.198				initdesign				2891
3575	965	658.01991290292	0.0432191298728372	1391	0.847340791874015	0.92990738659666	0			39.221				initdesign				1391
4443	4090	559.056289404873	0.0707039854668672	2121	0.266193777896011	0.92974310612889	0			60.33				initdesign				1623
2470	7014	71.1781159171481	0.0204599986246352	4835	0.0637473691320519	0.929706728084545	0			111.886				initdesign				3000
264	3487	334.756051210592	0.0564369727541961	3250	0.563692345255813	0.929556118346815	0			118.216				initdesign				996
7344	4257	916.29480561963	0.0364013295292819	2468	0.807530874919943	0.928253923383668	0			51.9869999999999				initdesign				2434
5275	4540	325.447384497319	0.0235928664889613	1689	0.604004754312256	0.927998350244104	0			45.828				initdesign				1681
521	7933	160.812694286161	0.0957710240750162	3107	0.497124638655768	0.927813216120339	0			99.943				initdesign				3057
1754	5255	968.265619348016	0.0851126322138323	2693	0.990764560466988	0.927732118569254	0			56.0909999999999				initdesign				1864
8087	7677	752.275121974113	0.0750894486655455	4495	0.669704638082142	0.927569923467083	0			92.005				initdesign				3721
5981	1119	812.443232083428	0.0400106111528582	829	0.209560702473168	0.927055996700488	0			23.1159999999999				initdesign				829
7690	2923	428.186271499783	0.0324120440998224	701	0.205931578695992	0.925716496863842	0			19.156				initdesign				687
2300	4989	255.511624277899	0.0790169172798288	190	0.445840912387821	0.924975728661497	0			6.19800000000009				initdesign				189
4013	6633	922.501524494414	0.0132478914004214	4175	0.107242912670642	0.923808619047729	0			95.845				initdesign				4174
6334	7468	860.664380689429	0.0620235685330083	374	0.773981629842371	0.92049682676868	0			6.6210000000001				initdesign				365
3023	6084	490.018908062236	0.00591817866092653	941	0.711138483416321	0.916799241853751	0			14.537				initdesign				941
